post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment
820,2024-01-07 20:30:00,Facebook,Post number 819 is about something interesting!,100,36,26,286,"#news,#fun",negative
821,2024-07-20 00:18:00,Facebook,Post number 820 is about something interesting!,262,4,43,439,#trend,positive
822,2024-10-06 23:24:00,Facebook,Post number 821 is about something interesting!,58,70,12,122,#life,negative
823,2024-08-27 16:59:00,Twitter,Post number 822 is about something interesting!,28,10,25,75,#trend,positive
824,2024-09-05 05:06:00,Twitter,Post number 823 is about something interesting!,61,58,18,144,"#news,#fun",positive
825,2024-08-05 01:59:00,Twitter,Post number 824 is about something interesting!,76,31,33,147,"#news,#life",negative
826,2024-09-08 04:23:00,Twitter,Post number 825 is about something interesting!,453,30,41,1215,"#fun,#news",negative
827,2024-12-05 21:29:00,Instagram,Post number 826 is about something interesting!,334,61,43,888,"#fun,#trend",negative
828,2024-03-19 10:52:00,Twitter,Post number 827 is about something interesting!,74,10,24,197,"#life,#fun",neutral
829,2024-10-09 16:49:00,Twitter,Post number 828 is about something interesting!,85,62,40,165,"#trend,#news",negative
830,2024-09-05 12:44:00,Facebook,Post number 829 is about something interesting!,210,69,25,387,#news,positive
831,2024-08-25 05:25:00,Facebook,Post number 830 is about something interesting!,425,24,13,675,"#life,#trend",neutral
832,2024-12-08 06:48:00,Facebook,Post number 831 is about something interesting!,12,42,6,30,#trend,neutral
833,2024-03-06 18:13:00,Instagram,Post number 832 is about something interesting!,401,2,17,720,#trend,neutral
834,2024-05-06 09:56:00,Instagram,Post number 833 is about something interesting!,123,64,45,203,"#trend,#fun",neutral
835,2024-05-29 00:52:00,Twitter,Post number 834 is about something interesting!,490,29,20,1370,"#life,#trend",neutral
836,2024-02-17 12:57:00,Instagram,Post number 835 is about something interesting!,444,34,40,764,#life,neutral
837,2024-11-01 11:22:00,Instagram,Post number 836 is about something interesting!,392,67,43,1022,#fun,negative
838,2024-11-01 10:44:00,Instagram,Post number 837 is about something interesting!,243,81,38,566,"#fun,#news",negative
839,2024-12-28 19:40:00,Instagram,Post number 838 is about something interesting!,116,7,36,339,"#fun,#trend",neutral
840,2024-10-22 21:05:00,Twitter,Post number 839 is about something interesting!,157,82,15,375,#life,negative
841,2024-08-21 21:04:00,Instagram,Post number 840 is about something interesting!,356,63,25,586,#trend,neutral
842,2024-06-02 13:44:00,Twitter,Post number 841 is about something interesting!,291,27,45,702,#news,negative
843,2024-07-01 04:22:00,Facebook,Post number 842 is about something interesting!,121,31,9,222,"#life,#news",positive
844,2024-10-29 02:49:00,Facebook,Post number 843 is about something interesting!,76,26,7,213,#trend,negative
845,2024-10-29 08:39:00,Facebook,Post number 844 is about something interesting!,202,39,14,384,"#trend,#news",negative
846,2024-01-20 18:29:00,Twitter,Post number 845 is about something interesting!,113,3,1,271,#news,positive
847,2024-09-15 11:24:00,Facebook,Post number 846 is about something interesting!,341,92,7,631,#fun,positive
848,2024-11-26 19:32:00,Facebook,Post number 847 is about something interesting!,224,78,16,440,#fun,negative
849,2024-05-04 07:58:00,Instagram,Post number 848 is about something interesting!,410,47,37,724,"#life,#fun",neutral
850,2024-10-18 12:27:00,Facebook,Post number 849 is about something interesting!,44,48,32,129,#fun,positive
851,2024-12-15 21:49:00,Facebook,Post number 850 is about something interesting!,324,54,7,964,#fun,negative
852,2024-07-21 11:20:00,Instagram,Post number 851 is about something interesting!,17,21,19,36,#life,negative
853,2024-02-13 16:53:00,Instagram,Post number 852 is about something interesting!,123,90,48,222,#trend,negative
854,2024-05-05 20:16:00,Facebook,Post number 853 is about something interesting!,13,12,14,27,#fun,negative
855,2024-06-21 01:41:00,Facebook,Post number 854 is about something interesting!,441,32,27,839,#trend,negative
856,2024-07-09 13:57:00,Twitter,Post number 855 is about something interesting!,42,76,21,93,#trend,positive
857,2024-03-07 17:06:00,Instagram,Post number 856 is about something interesting!,242,74,25,679,#news,positive
858,2024-09-02 03:26:00,Instagram,Post number 857 is about something interesting!,301,47,32,665,#life,negative
859,2024-06-06 01:30:00,Facebook,Post number 858 is about something interesting!,33,29,25,63,"#news,#trend",negative
860,2024-07-11 15:35:00,Twitter,Post number 859 is about something interesting!,378,96,20,880,"#fun,#trend",negative
861,2024-04-12 10:59:00,Twitter,Post number 860 is about something interesting!,160,73,38,360,#fun,neutral
862,2024-09-14 20:36:00,Twitter,Post number 861 is about something interesting!,209,22,49,478,#news,neutral
863,2024-04-11 14:25:00,Facebook,Post number 862 is about something interesting!,30,42,22,50,"#fun,#life",positive
864,2024-11-09 09:18:00,Instagram,Post number 863 is about something interesting!,200,80,34,345,#news,negative
865,2024-01-09 15:00:00,Instagram,Post number 864 is about something interesting!,186,43,1,361,#life,positive
866,2024-04-08 21:22:00,Facebook,Post number 865 is about something interesting!,388,2,15,640,#news,negative
867,2024-10-23 03:54:00,Instagram,Post number 866 is about something interesting!,296,58,23,784,"#news,#trend",neutral
868,2024-02-22 20:08:00,Twitter,Post number 867 is about something interesting!,6,4,7,11,#life,negative
869,2024-06-08 16:36:00,Instagram,Post number 868 is about something interesting!,280,92,15,823,#news,positive
870,2024-07-05 13:58:00,Instagram,Post number 869 is about something interesting!,324,89,27,779,#fun,neutral
871,2024-07-06 08:30:00,Instagram,Post number 870 is about something interesting!,440,97,18,1265,#trend,positive
872,2024-12-19 21:41:00,Facebook,Post number 871 is about something interesting!,28,82,29,63,#news,negative
873,2024-09-09 01:58:00,Twitter,Post number 872 is about something interesting!,371,35,40,1038,#trend,negative
874,2024-07-07 02:16:00,Instagram,Post number 873 is about something interesting!,372,26,19,884,"#life,#fun",negative
875,2024-03-04 08:12:00,Facebook,Post number 874 is about something interesting!,401,57,12,649,"#life,#news",positive
876,2024-10-13 12:16:00,Instagram,Post number 875 is about something interesting!,397,72,47,1088,"#news,#trend",negative
877,2024-06-08 06:43:00,Facebook,Post number 876 is about something interesting!,458,10,12,1143,"#news,#life",negative
878,2024-08-14 07:10:00,Twitter,Post number 877 is about something interesting!,136,41,15,285,"#life,#news",negative
879,2024-02-05 19:21:00,Facebook,Post number 878 is about something interesting!,389,26,9,873,#life,negative
880,2024-03-10 16:58:00,Facebook,Post number 879 is about something interesting!,191,11,23,497,"#trend,#fun",positive
881,2024-09-15 06:08:00,Instagram,Post number 880 is about something interesting!,414,21,36,840,#life,neutral
882,2024-04-11 09:00:00,Facebook,Post number 881 is about something interesting!,473,80,46,1121,"#fun,#trend",positive
883,2024-11-14 12:51:00,Instagram,Post number 882 is about something interesting!,7,40,17,18,"#news,#life",neutral
884,2024-10-28 09:34:00,Facebook,Post number 883 is about something interesting!,63,11,23,144,"#trend,#life",negative
885,2024-05-19 15:05:00,Twitter,Post number 884 is about something interesting!,323,86,1,709,#news,neutral
886,2024-10-21 22:23:00,Twitter,Post number 885 is about something interesting!,320,47,14,630,"#news,#life",neutral
887,2024-01-02 09:32:00,Instagram,Post number 886 is about something interesting!,231,7,34,504,"#trend,#life",positive
888,2024-01-16 01:08:00,Facebook,Post number 887 is about something interesting!,403,76,41,682,"#news,#fun",neutral
889,2024-06-14 01:05:00,Facebook,Post number 888 is about something interesting!,272,65,30,682,"#trend,#life",negative
890,2024-03-11 20:04:00,Instagram,Post number 889 is about something interesting!,294,17,35,479,"#life,#news",positive
891,2024-12-17 16:43:00,Instagram,Post number 890 is about something interesting!,69,22,0,169,#news,neutral
892,2024-04-23 07:50:00,Instagram,Post number 891 is about something interesting!,458,13,19,1019,"#trend,#life",neutral
893,2024-01-28 22:37:00,Twitter,Post number 892 is about something interesting!,264,85,21,471,#trend,neutral
894,2024-08-06 03:51:00,Twitter,Post number 893 is about something interesting!,356,16,35,839,"#news,#trend",positive
895,2024-09-14 09:04:00,Twitter,Post number 894 is about something interesting!,428,59,31,913,#fun,positive
896,2024-03-05 00:23:00,Twitter,Post number 895 is about something interesting!,201,0,39,306,#life,negative
897,2024-02-15 03:14:00,Facebook,Post number 896 is about something interesting!,103,76,13,192,"#news,#fun",positive
898,2024-07-14 03:43:00,Facebook,Post number 897 is about something interesting!,202,76,35,438,"#trend,#life",neutral
899,2024-08-21 12:30:00,Facebook,Post number 898 is about something interesting!,101,26,20,213,"#news,#life",neutral
900,2024-09-22 16:48:00,Facebook,Post number 899 is about something interesting!,33,44,47,79,"#trend,#life",neutral
901,2024-02-12 10:32:00,Instagram,Post number 900 is about something interesting!,341,34,10,647,"#fun,#news",negative
902,2024-01-21 08:57:00,Twitter,Post number 901 is about something interesting!,72,21,27,204,"#fun,#news",positive
903,2024-01-07 14:12:00,Instagram,Post number 902 is about something interesting!,404,69,16,618,"#life,#fun",neutral
904,2024-09-13 20:25:00,Twitter,Post number 903 is about something interesting!,249,95,27,650,"#trend,#news",negative
905,2024-09-22 23:00:00,Facebook,Post number 904 is about something interesting!,498,67,49,1094,#news,neutral
906,2024-09-01 14:08:00,Instagram,Post number 905 is about something interesting!,423,86,1,1255,"#fun,#news",neutral
907,2024-02-24 18:41:00,Twitter,Post number 906 is about something interesting!,231,63,33,661,#news,neutral
908,2024-02-06 16:00:00,Instagram,Post number 907 is about something interesting!,165,45,2,493,"#trend,#fun",positive
909,2024-11-05 18:43:00,Instagram,Post number 908 is about something interesting!,388,0,4,840,#news,negative
910,2024-03-02 16:05:00,Twitter,Post number 909 is about something interesting!,154,21,30,240,#fun,neutral
911,2024-06-26 02:07:00,Instagram,Post number 910 is about something interesting!,483,60,14,900,"#news,#trend",positive
912,2024-10-11 00:07:00,Twitter,Post number 911 is about something interesting!,66,36,23,167,#trend,negative
913,2024-02-04 10:28:00,Instagram,Post number 912 is about something interesting!,460,88,49,1125,#fun,positive
914,2024-02-07 07:38:00,Facebook,Post number 913 is about something interesting!,340,9,42,537,"#life,#fun",positive
915,2024-06-12 19:36:00,Twitter,Post number 914 is about something interesting!,433,24,37,992,#life,positive
916,2024-09-19 03:24:00,Instagram,Post number 915 is about something interesting!,261,48,40,395,"#life,#fun",neutral
917,2024-02-17 02:38:00,Instagram,Post number 916 is about something interesting!,440,77,6,786,#trend,positive
918,2024-09-11 00:25:00,Instagram,Post number 917 is about something interesting!,101,2,2,229,"#trend,#fun",negative
919,2024-04-18 14:13:00,Facebook,Post number 918 is about something interesting!,54,40,44,108,"#trend,#fun",neutral
920,2024-04-29 02:58:00,Twitter,Post number 919 is about something interesting!,152,85,3,351,#life,negative
921,2024-10-16 00:48:00,Twitter,Post number 920 is about something interesting!,466,34,11,1285,"#trend,#fun",positive
922,2024-12-14 15:12:00,Facebook,Post number 921 is about something interesting!,17,30,13,43,#life,positive
923,2024-01-31 20:37:00,Twitter,Post number 922 is about something interesting!,117,41,9,252,"#news,#fun",neutral
924,2024-02-19 08:09:00,Instagram,Post number 923 is about something interesting!,122,3,39,318,"#news,#fun",positive
925,2024-07-10 11:54:00,Instagram,Post number 924 is about something interesting!,43,41,38,111,"#fun,#trend",negative
926,2024-07-22 13:10:00,Twitter,Post number 925 is about something interesting!,127,39,23,331,"#fun,#life",neutral
927,2024-04-23 22:26:00,Facebook,Post number 926 is about something interesting!,173,10,46,284,#fun,neutral
928,2024-09-06 04:47:00,Twitter,Post number 927 is about something interesting!,136,48,31,346,#news,positive
929,2024-05-31 13:04:00,Instagram,Post number 928 is about something interesting!,382,11,41,963,#trend,negative
930,2024-02-11 22:31:00,Instagram,Post number 929 is about something interesting!,52,2,10,105,#news,positive
931,2024-05-24 05:10:00,Twitter,Post number 930 is about something interesting!,367,72,49,717,"#news,#life",positive
932,2024-05-19 15:52:00,Facebook,Post number 931 is about something interesting!,62,34,37,106,"#news,#fun",negative
933,2024-06-03 06:00:00,Twitter,Post number 932 is about something interesting!,298,43,6,503,#life,neutral
934,2024-10-12 11:15:00,Twitter,Post number 933 is about something interesting!,338,93,6,692,#news,positive
935,2024-04-18 21:44:00,Twitter,Post number 934 is about something interesting!,402,17,35,636,"#news,#trend",neutral
936,2024-07-11 13:19:00,Facebook,Post number 935 is about something interesting!,173,19,30,399,#fun,neutral
937,2024-04-27 09:04:00,Instagram,Post number 936 is about something interesting!,193,78,38,556,"#life,#fun",negative
938,2024-11-21 02:45:00,Facebook,Post number 937 is about something interesting!,198,26,14,439,#news,positive
939,2024-03-29 06:33:00,Instagram,Post number 938 is about something interesting!,71,92,12,165,#news,neutral
940,2024-08-19 05:35:00,Twitter,Post number 939 is about something interesting!,178,50,42,427,"#news,#trend",negative
941,2024-01-29 07:56:00,Instagram,Post number 940 is about something interesting!,43,71,42,97,#fun,positive
942,2024-06-24 00:40:00,Twitter,Post number 941 is about something interesting!,201,3,25,357,"#fun,#life",neutral
943,2024-09-17 00:03:00,Instagram,Post number 942 is about something interesting!,379,37,47,779,"#life,#fun",negative
944,2024-02-25 22:36:00,Facebook,Post number 943 is about something interesting!,140,18,29,295,"#news,#fun",positive
945,2024-10-25 07:36:00,Twitter,Post number 944 is about something interesting!,496,18,46,1455,"#trend,#life",positive
946,2024-10-05 01:14:00,Twitter,Post number 945 is about something interesting!,302,42,19,607,"#news,#life",neutral
947,2024-01-07 01:37:00,Facebook,Post number 946 is about something interesting!,115,34,48,320,"#life,#fun",negative
948,2024-02-02 07:39:00,Facebook,Post number 947 is about something interesting!,286,44,29,537,"#fun,#life",negative
949,2024-05-12 06:47:00,Twitter,Post number 948 is about something interesting!,278,12,25,596,#fun,neutral
950,2024-05-13 05:11:00,Facebook,Post number 949 is about something interesting!,18,82,35,52,"#fun,#trend",neutral
951,2024-12-15 00:03:00,Twitter,Post number 950 is about something interesting!,405,68,43,724,#news,positive
952,2024-03-12 05:52:00,Twitter,Post number 951 is about something interesting!,470,80,9,734,#news,positive
953,2024-12-07 09:22:00,Instagram,Post number 952 is about something interesting!,445,33,28,918,"#life,#fun",negative
954,2024-01-17 20:17:00,Instagram,Post number 953 is about something interesting!,242,14,36,572,#news,neutral
955,2024-03-30 22:26:00,Instagram,Post number 954 is about something interesting!,135,69,39,341,#life,positive
956,2024-09-21 20:26:00,Twitter,Post number 955 is about something interesting!,62,99,40,157,"#news,#fun",positive
957,2024-03-29 01:58:00,Facebook,Post number 956 is about something interesting!,348,21,14,962,"#fun,#trend",neutral
958,2024-11-11 16:38:00,Twitter,Post number 957 is about something interesting!,36,20,32,58,"#trend,#news",positive
959,2024-03-15 18:46:00,Facebook,Post number 958 is about something interesting!,253,76,15,554,"#fun,#news",negative
960,2024-04-08 17:07:00,Twitter,Post number 959 is about something interesting!,396,6,22,927,"#life,#fun",positive
961,2024-12-27 07:12:00,Facebook,Post number 960 is about something interesting!,24,92,4,45,#news,negative
962,2024-08-20 02:34:00,Twitter,Post number 961 is about something interesting!,55,93,15,163,#fun,neutral
963,2024-07-18 07:48:00,Twitter,Post number 962 is about something interesting!,13,78,37,24,"#life,#fun",neutral
964,2024-11-22 21:31:00,Instagram,Post number 963 is about something interesting!,44,74,13,113,"#life,#news",neutral
965,2024-03-18 21:32:00,Twitter,Post number 964 is about something interesting!,292,50,23,806,"#life,#news",positive
966,2024-06-11 05:54:00,Facebook,Post number 965 is about something interesting!,128,54,44,271,#life,positive
967,2024-06-06 09:11:00,Facebook,Post number 966 is about something interesting!,96,5,18,247,"#life,#news",positive
968,2024-03-31 14:31:00,Facebook,Post number 967 is about something interesting!,165,47,25,315,"#news,#life",neutral
969,2024-11-10 03:22:00,Twitter,Post number 968 is about something interesting!,401,77,7,777,#life,neutral
970,2024-09-10 10:36:00,Instagram,Post number 969 is about something interesting!,155,96,14,441,#life,negative
971,2024-10-02 06:30:00,Twitter,Post number 970 is about something interesting!,181,27,17,390,"#life,#fun",neutral
972,2024-05-25 14:46:00,Facebook,Post number 971 is about something interesting!,319,37,11,584,"#fun,#news",neutral
973,2024-05-11 05:51:00,Instagram,Post number 972 is about something interesting!,130,49,19,354,"#fun,#life",positive
974,2024-10-15 14:40:00,Facebook,Post number 973 is about something interesting!,83,58,13,167,"#trend,#life",negative
975,2024-10-10 05:54:00,Twitter,Post number 974 is about something interesting!,382,80,5,1136,"#news,#fun",negative
976,2024-11-14 01:46:00,Twitter,Post number 975 is about something interesting!,391,54,10,1145,"#life,#news",positive
977,2024-04-03 08:00:00,Twitter,Post number 976 is about something interesting!,228,76,39,639,#life,positive
978,2024-03-29 07:45:00,Twitter,Post number 977 is about something interesting!,403,4,15,845,"#trend,#life",positive
979,2024-01-01 10:21:00,Facebook,Post number 978 is about something interesting!,360,82,2,873,"#news,#life",negative
980,2024-12-21 17:05:00,Facebook,Post number 979 is about something interesting!,142,42,11,346,"#life,#fun",positive
981,2024-10-04 13:45:00,Facebook,Post number 980 is about something interesting!,41,27,27,104,"#life,#fun",positive
982,2024-12-13 17:54:00,Instagram,Post number 981 is about something interesting!,71,81,30,197,"#life,#fun",neutral
983,2024-07-11 17:51:00,Facebook,Post number 982 is about something interesting!,353,49,15,724,"#life,#fun",neutral
984,2024-12-13 05:43:00,Instagram,Post number 983 is about something interesting!,262,65,1,524,"#life,#news",neutral
985,2024-10-23 14:40:00,Facebook,Post number 984 is about something interesting!,24,47,17,45,#life,positive
986,2024-09-18 06:19:00,Twitter,Post number 985 is about something interesting!,173,37,28,449,"#news,#fun",positive
987,2024-01-15 08:01:00,Twitter,Post number 986 is about something interesting!,197,40,14,505,"#fun,#life",positive
988,2024-09-27 23:59:00,Instagram,Post number 987 is about something interesting!,342,31,6,936,"#trend,#life",neutral
989,2024-03-31 21:18:00,Twitter,Post number 988 is about something interesting!,434,65,29,971,#trend,negative
990,2024-01-21 03:49:00,Instagram,Post number 989 is about something interesting!,457,18,10,1256,"#fun,#news",positive
991,2024-04-21 20:43:00,Facebook,Post number 990 is about something interesting!,252,63,11,752,#fun,negative
992,2024-03-24 15:51:00,Facebook,Post number 991 is about something interesting!,39,28,33,65,"#trend,#news",positive
993,2024-04-09 01:29:00,Instagram,Post number 992 is about something interesting!,31,33,15,52,#fun,negative
994,2024-05-04 11:55:00,Twitter,Post number 993 is about something interesting!,214,92,20,615,"#news,#life",positive
995,2024-07-09 03:32:00,Twitter,Post number 994 is about something interesting!,219,88,12,487,#trend,negative
996,2024-03-05 00:36:00,Instagram,Post number 995 is about something interesting!,190,91,28,382,"#news,#life",positive
997,2024-11-01 06:30:00,Twitter,Post number 996 is about something interesting!,83,34,16,193,"#fun,#news",positive
998,2024-09-28 18:51:00,Instagram,Post number 997 is about something interesting!,97,98,24,205,#news,neutral
999,2024-01-18 04:33:00,Twitter,Post number 998 is about something interesting!,184,9,34,435,#fun,positive
1000,2024-01-24 11:54:00,Twitter,Post number 999 is about something interesting!,91,72,9,176,#news,neutral
