post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment,engagement_rate,post_text_length,hashtag_count,hour_of_day,day_of_week,month
589,2024-07-30 04:39:00,Twitter,post number 588 is about something interesting,263,77,12,400,#life,neutral,0.88,46,1,4,Tuesday,7
590,2024-12-07 14:24:00,Instagram,post number 589 is about something interesting,92,28,27,223,"#news,#fun",positive,0.6591928251121076,46,2,14,Saturday,12
591,2024-12-24 16:07:00,Twitter,post number 590 is about something interesting,321,97,46,740,#trend,neutral,0.6270270270270271,46,1,16,Tuesday,12
592,2024-07-18 16:13:00,Instagram,post number 591 is about something interesting,328,30,37,777,"#news,#trend",neutral,0.5083655083655083,46,2,16,Thursday,7
593,2024-03-14 10:17:00,Facebook,post number 592 is about something interesting,90,1,46,269,#news,neutral,0.5092936802973977,46,1,10,Thursday,3
594,2024-11-06 02:26:00,Twitter,post number 593 is about something interesting,410,33,49,1077,"#fun,#trend",negative,0.4568245125348189,46,2,2,Wednesday,11
595,2024-12-19 03:08:00,Facebook,post number 594 is about something interesting,481,66,0,1298,#life,negative,0.4214175654853621,46,1,3,Thursday,12
596,2024-10-26 12:17:00,Facebook,post number 595 is about something interesting,327,1,45,524,"#life,#news",neutral,0.7118320610687023,46,2,12,Saturday,10
597,2024-05-24 16:48:00,Facebook,post number 596 is about something interesting,239,64,30,433,#news,neutral,0.76905311778291,46,1,16,Friday,5
598,2024-01-13 06:10:00,Twitter,post number 597 is about something interesting,384,82,7,1027,#news,negative,0.4605647517039922,46,1,6,Saturday,1
599,2024-06-02 13:34:00,Instagram,post number 598 is about something interesting,452,86,19,1154,"#fun,#news",negative,0.4826689774696707,46,2,13,Sunday,6
600,2024-03-19 16:43:00,Facebook,post number 599 is about something interesting,60,42,38,129,#trend,positive,1.0852713178294573,46,1,16,Tuesday,3
601,2024-09-29 23:38:00,Twitter,post number 600 is about something interesting,174,34,35,331,#trend,neutral,0.7341389728096677,46,1,23,Sunday,9
602,2024-08-12 05:57:00,Twitter,post number 601 is about something interesting,107,16,27,222,#life,positive,0.6756756756756757,46,1,5,Monday,8
603,2024-05-30 05:58:00,Instagram,post number 602 is about something interesting,235,71,8,590,"#life,#news",negative,0.5322033898305085,46,2,5,Thursday,5
604,2024-04-16 05:01:00,Instagram,post number 603 is about something interesting,237,67,36,530,#life,positive,0.6415094339622641,46,1,5,Tuesday,4
605,2024-06-02 19:40:00,Instagram,post number 604 is about something interesting,54,22,39,126,#life,negative,0.9126984126984127,46,1,19,Sunday,6
606,2024-07-11 08:18:00,Twitter,post number 605 is about something interesting,33,64,0,55,"#fun,#life",positive,1.7636363636363637,46,2,8,Thursday,7
607,2024-12-15 00:43:00,Instagram,post number 606 is about something interesting,474,52,29,1073,#fun,neutral,0.5172413793103449,46,1,0,Sunday,12
608,2024-05-15 05:22:00,Twitter,post number 607 is about something interesting,153,68,8,335,"#fun,#news",positive,0.6835820895522388,46,2,5,Wednesday,5
609,2024-12-22 14:22:00,Facebook,post number 608 is about something interesting,340,83,5,548,"#fun,#life",positive,0.781021897810219,46,2,14,Sunday,12
610,2024-12-30 12:56:00,Facebook,post number 609 is about something interesting,200,13,8,531,"#trend,#fun",positive,0.416195856873823,46,2,12,Monday,12
611,2024-03-07 13:18:00,Facebook,post number 610 is about something interesting,46,84,44,111,#life,neutral,1.5675675675675675,46,1,13,Thursday,3
612,2024-11-01 09:46:00,Facebook,post number 611 is about something interesting,120,42,6,216,#trend,negative,0.7777777777777778,46,1,9,Friday,11
613,2024-04-14 14:59:00,Instagram,post number 612 is about something interesting,385,34,14,859,#news,negative,0.5040745052386496,46,1,14,Sunday,4
614,2024-04-25 11:07:00,Instagram,post number 613 is about something interesting,284,86,23,708,#news,neutral,0.5550847457627118,46,1,11,Thursday,4
615,2024-10-10 17:32:00,Twitter,post number 614 is about something interesting,131,38,24,239,#news,neutral,0.8075313807531381,46,1,17,Thursday,10
616,2024-02-17 05:21:00,Facebook,post number 615 is about something interesting,86,22,28,181,#trend,negative,0.7513812154696132,46,1,5,Saturday,2
617,2024-02-16 09:55:00,Twitter,post number 616 is about something interesting,336,63,48,695,#life,positive,0.6431654676258993,46,1,9,Friday,2
618,2024-08-10 21:31:00,Facebook,post number 617 is about something interesting,305,71,15,732,#trend,negative,0.5341530054644809,46,1,21,Saturday,8
619,2024-09-18 01:05:00,Instagram,post number 618 is about something interesting,199,76,0,559,"#trend,#life",positive,0.4919499105545617,46,2,1,Wednesday,9
620,2024-10-28 15:00:00,Facebook,post number 619 is about something interesting,18,11,12,29,#fun,positive,1.4137931034482758,46,1,15,Monday,10
621,2024-07-02 05:54:00,Twitter,post number 620 is about something interesting,194,9,10,426,#life,neutral,0.5,46,1,5,Tuesday,7
622,2024-03-19 04:14:00,Instagram,post number 621 is about something interesting,261,16,5,467,"#fun,#trend",neutral,0.6038543897216274,46,2,4,Tuesday,3
623,2024-12-28 03:18:00,Facebook,post number 622 is about something interesting,364,34,24,728,#life,positive,0.5796703296703297,46,1,3,Saturday,12
624,2024-12-10 03:05:00,Facebook,post number 623 is about something interesting,110,23,13,306,#life,neutral,0.477124183006536,46,1,3,Tuesday,12
625,2024-12-02 23:45:00,Facebook,post number 624 is about something interesting,378,41,23,589,#fun,positive,0.7504244482173175,46,1,23,Monday,12
626,2024-01-10 05:14:00,Facebook,post number 625 is about something interesting,34,78,40,58,"#fun,#life",neutral,2.6206896551724137,46,2,5,Wednesday,1
627,2024-09-16 04:43:00,Twitter,post number 626 is about something interesting,420,99,28,1256,"#news,#life",neutral,0.4355095541401274,46,2,4,Monday,9
628,2024-05-18 13:11:00,Twitter,post number 627 is about something interesting,464,78,37,730,"#life,#trend",positive,0.7931506849315069,46,2,13,Saturday,5
629,2024-04-05 17:41:00,Instagram,post number 628 is about something interesting,230,85,6,687,"#life,#fun",neutral,0.4672489082969432,46,2,17,Friday,4
630,2024-09-01 02:34:00,Instagram,post number 629 is about something interesting,444,80,43,876,#life,neutral,0.6472602739726028,46,1,2,Sunday,9
631,2024-10-17 08:24:00,Twitter,post number 630 is about something interesting,42,32,41,78,"#life,#news",positive,1.4743589743589745,46,2,8,Thursday,10
632,2024-12-27 22:40:00,Facebook,post number 631 is about something interesting,391,9,30,918,"#life,#fun",neutral,0.4684095860566449,46,2,22,Friday,12
633,2024-08-14 18:00:00,Facebook,post number 632 is about something interesting,231,28,31,624,#fun,neutral,0.46474358974358976,46,1,18,Wednesday,8
634,2024-03-11 21:29:00,Instagram,post number 633 is about something interesting,265,16,35,500,"#life,#fun",negative,0.632,46,2,21,Monday,3
635,2024-02-28 19:23:00,Facebook,post number 634 is about something interesting,199,38,47,354,#life,positive,0.8022598870056498,46,1,19,Wednesday,2
636,2024-11-24 05:33:00,Instagram,post number 635 is about something interesting,121,55,37,306,#trend,positive,0.696078431372549,46,1,5,Sunday,11
637,2024-05-10 23:51:00,Facebook,post number 636 is about something interesting,464,71,45,889,"#trend,#life",neutral,0.6524184476940382,46,2,23,Friday,5
638,2024-12-17 06:58:00,Instagram,post number 637 is about something interesting,452,74,34,949,#news,negative,0.5900948366701791,46,1,6,Tuesday,12
639,2024-08-23 18:31:00,Twitter,post number 638 is about something interesting,499,93,10,1391,#life,neutral,0.4327821710999281,46,1,18,Friday,8
640,2024-12-30 05:42:00,Facebook,post number 639 is about something interesting,298,34,44,859,"#trend,#news",negative,0.43771827706635624,46,2,5,Monday,12
641,2024-04-11 06:53:00,Twitter,post number 640 is about something interesting,40,95,8,116,"#fun,#trend",positive,1.2327586206896552,46,2,6,Thursday,4
642,2024-02-16 01:30:00,Facebook,post number 641 is about something interesting,0,18,13,1,#fun,negative,31.0,46,1,1,Friday,2
643,2024-07-18 22:28:00,Instagram,post number 642 is about something interesting,180,38,27,436,"#trend,#life",negative,0.5619266055045872,46,2,22,Thursday,7
644,2024-02-25 00:53:00,Instagram,post number 643 is about something interesting,17,36,19,29,#news,positive,2.4827586206896552,46,1,0,Sunday,2
645,2024-02-16 05:28:00,Facebook,post number 644 is about something interesting,120,52,14,223,#news,negative,0.8340807174887892,46,1,5,Friday,2
646,2024-12-04 05:43:00,Facebook,post number 645 is about something interesting,66,99,5,157,"#fun,#life",positive,1.0828025477707006,46,2,5,Wednesday,12
647,2024-01-27 22:06:00,Facebook,post number 646 is about something interesting,37,83,8,100,#life,positive,1.28,46,1,22,Saturday,1
648,2024-01-09 17:32:00,Twitter,post number 647 is about something interesting,349,17,9,600,"#trend,#life",negative,0.625,46,2,17,Tuesday,1
649,2024-06-07 18:25:00,Facebook,post number 648 is about something interesting,302,11,14,521,#news,neutral,0.6276391554702495,46,1,18,Friday,6
650,2024-04-08 18:54:00,Instagram,post number 649 is about something interesting,391,68,40,1150,"#life,#trend",negative,0.4339130434782609,46,2,18,Monday,4
651,2024-05-06 05:49:00,Instagram,post number 650 is about something interesting,384,93,9,765,#fun,negative,0.6352941176470588,46,1,5,Monday,5
652,2024-07-07 21:58:00,Twitter,post number 651 is about something interesting,186,70,27,447,#news,positive,0.6331096196868009,46,1,21,Sunday,7
653,2024-10-07 21:23:00,Facebook,post number 652 is about something interesting,167,81,17,494,#trend,neutral,0.5364372469635628,46,1,21,Monday,10
654,2024-06-17 20:53:00,Facebook,post number 653 is about something interesting,326,44,0,528,#life,neutral,0.7007575757575758,46,1,20,Monday,6
655,2024-10-16 12:56:00,Facebook,post number 654 is about something interesting,394,34,2,793,#life,negative,0.5422446406052963,46,1,12,Wednesday,10
656,2024-09-22 11:41:00,Instagram,post number 655 is about something interesting,454,87,33,1270,#life,neutral,0.4519685039370079,46,1,11,Sunday,9
657,2024-10-19 18:52:00,Instagram,post number 656 is about something interesting,20,81,25,59,"#life,#trend",neutral,2.135593220338983,46,2,18,Saturday,10
658,2024-07-12 06:55:00,Instagram,post number 657 is about something interesting,201,3,16,449,#news,negative,0.48997772828507796,46,1,6,Friday,7
659,2024-08-04 13:20:00,Twitter,post number 658 is about something interesting,118,10,21,333,"#fun,#news",positive,0.44744744744744747,46,2,13,Sunday,8
660,2024-10-28 06:22:00,Instagram,post number 659 is about something interesting,77,24,44,170,#trend,neutral,0.8529411764705882,46,1,6,Monday,10
661,2024-09-05 09:52:00,Instagram,post number 660 is about something interesting,16,55,39,36,#fun,positive,3.0555555555555554,46,1,9,Thursday,9
662,2024-11-27 16:01:00,Instagram,post number 661 is about something interesting,8,62,46,17,#news,neutral,6.823529411764706,46,1,16,Wednesday,11
663,2024-08-06 12:10:00,Facebook,post number 662 is about something interesting,60,48,30,136,"#news,#fun",neutral,1.0147058823529411,46,2,12,Tuesday,8
664,2024-07-08 08:03:00,Instagram,post number 663 is about something interesting,36,12,14,78,"#trend,#fun",positive,0.7948717948717948,46,2,8,Monday,7
665,2024-06-27 18:30:00,Twitter,post number 664 is about something interesting,36,65,37,55,"#fun,#news",negative,2.5090909090909093,46,2,18,Thursday,6
666,2024-10-22 19:06:00,Instagram,post number 665 is about something interesting,215,7,34,632,"#trend,#news",neutral,0.4050632911392405,46,2,19,Tuesday,10
667,2024-07-29 16:13:00,Instagram,post number 666 is about something interesting,354,90,24,703,"#trend,#fun",negative,0.6657183499288762,46,2,16,Monday,7
668,2024-11-17 12:49:00,Facebook,post number 667 is about something interesting,408,35,10,899,"#trend,#fun",neutral,0.5038932146829811,46,2,12,Sunday,11
669,2024-11-02 17:03:00,Instagram,post number 668 is about something interesting,477,20,3,929,"#trend,#life",positive,0.5382131324004306,46,2,17,Saturday,11
670,2024-11-06 21:55:00,Instagram,post number 669 is about something interesting,145,42,8,221,"#fun,#news",positive,0.8823529411764706,46,2,21,Wednesday,11
671,2024-06-27 09:15:00,Facebook,post number 670 is about something interesting,177,81,18,282,"#life,#trend",negative,0.9787234042553191,46,2,9,Thursday,6
672,2024-02-25 00:00:00,Twitter,post number 671 is about something interesting,475,97,35,851,#trend,neutral,0.7132784958871915,46,1,0,Sunday,2
673,2024-02-02 01:38:00,Facebook,post number 672 is about something interesting,303,88,46,697,#trend,neutral,0.6269727403156384,46,1,1,Friday,2
674,2024-06-28 19:21:00,Twitter,post number 673 is about something interesting,108,29,20,302,#news,neutral,0.5198675496688742,46,1,19,Friday,6
675,2024-11-21 19:15:00,Instagram,post number 674 is about something interesting,461,35,7,746,#fun,negative,0.6742627345844504,46,1,19,Thursday,11
676,2024-02-07 02:29:00,Facebook,post number 675 is about something interesting,386,69,31,1129,"#fun,#trend",positive,0.4304694419840567,46,2,2,Wednesday,2
677,2024-02-08 18:31:00,Facebook,post number 676 is about something interesting,201,9,31,448,"#fun,#news",positive,0.5379464285714286,46,2,18,Thursday,2
678,2024-08-27 14:40:00,Facebook,post number 677 is about something interesting,88,70,36,251,"#life,#trend",negative,0.7729083665338645,46,2,14,Tuesday,8
679,2024-07-08 15:39:00,Twitter,post number 678 is about something interesting,408,92,22,757,"#life,#fun",neutral,0.6895640686922061,46,2,15,Monday,7
680,2024-10-09 03:18:00,Twitter,post number 679 is about something interesting,194,94,38,554,#news,negative,0.5884476534296029,46,1,3,Wednesday,10
681,2024-02-05 12:47:00,Instagram,post number 680 is about something interesting,466,94,18,889,"#news,#trend",negative,0.6501687289088864,46,2,12,Monday,2
682,2024-05-24 07:24:00,Facebook,post number 681 is about something interesting,119,6,1,238,#trend,negative,0.5294117647058824,46,1,7,Friday,5
683,2024-07-01 10:24:00,Facebook,post number 682 is about something interesting,397,78,1,728,#fun,positive,0.6538461538461539,46,1,10,Monday,7
684,2024-02-21 02:34:00,Facebook,post number 683 is about something interesting,279,27,33,512,"#life,#trend",negative,0.662109375,46,2,2,Wednesday,2
685,2024-10-19 23:32:00,Facebook,post number 684 is about something interesting,417,40,3,631,#trend,neutral,0.7290015847860539,46,1,23,Saturday,10
686,2024-05-08 04:52:00,Facebook,post number 685 is about something interesting,247,34,10,647,"#news,#life",negative,0.44976816074188564,46,2,4,Wednesday,5
687,2024-11-20 22:40:00,Facebook,post number 686 is about something interesting,292,4,37,736,#life,positive,0.452445652173913,46,1,22,Wednesday,11
688,2024-04-07 04:48:00,Twitter,post number 687 is about something interesting,396,6,39,614,#life,neutral,0.7182410423452769,46,1,4,Sunday,4
689,2024-04-22 14:02:00,Facebook,post number 688 is about something interesting,220,18,42,482,#trend,neutral,0.5809128630705395,46,1,14,Monday,4
690,2024-10-30 13:02:00,Facebook,post number 689 is about something interesting,184,87,12,405,#news,positive,0.6987654320987654,46,1,13,Wednesday,10
691,2024-09-21 04:30:00,Twitter,post number 690 is about something interesting,280,52,24,499,"#life,#trend",negative,0.7134268537074149,46,2,4,Saturday,9
692,2024-02-18 15:44:00,Instagram,post number 691 is about something interesting,154,44,3,432,#news,neutral,0.4652777777777778,46,1,15,Sunday,2
693,2024-10-21 05:34:00,Twitter,post number 692 is about something interesting,0,95,29,1,#fun,positive,124.0,46,1,5,Monday,10
694,2024-12-18 15:11:00,Facebook,post number 693 is about something interesting,47,38,47,129,#fun,positive,1.0232558139534884,46,1,15,Wednesday,12
695,2024-05-23 12:41:00,Instagram,post number 694 is about something interesting,480,42,20,859,#life,positive,0.6309662398137369,46,1,12,Thursday,5
696,2024-01-12 02:58:00,Facebook,post number 695 is about something interesting,461,7,16,814,"#fun,#news",positive,0.5945945945945946,46,2,2,Friday,1
697,2024-02-12 23:14:00,Instagram,post number 696 is about something interesting,230,74,8,440,#trend,negative,0.7090909090909091,46,1,23,Monday,2
698,2024-09-25 10:33:00,Twitter,post number 697 is about something interesting,15,52,36,35,#fun,neutral,2.942857142857143,46,1,10,Wednesday,9
699,2024-02-16 20:14:00,Instagram,post number 698 is about something interesting,405,75,20,1152,#trend,negative,0.4340277777777778,46,1,20,Friday,2
700,2024-02-26 22:01:00,Facebook,post number 699 is about something interesting,173,82,37,517,#news,negative,0.5647969052224371,46,1,22,Monday,2
701,2024-09-17 09:51:00,Facebook,post number 700 is about something interesting,242,9,9,593,#news,positive,0.43844856661045534,46,1,9,Tuesday,9
702,2024-05-16 17:54:00,Instagram,post number 701 is about something interesting,403,60,25,656,#news,negative,0.7439024390243902,46,1,17,Thursday,5
703,2024-05-12 12:18:00,Twitter,post number 702 is about something interesting,489,58,12,819,"#news,#fun",positive,0.6825396825396826,46,2,12,Sunday,5
704,2024-08-06 05:50:00,Twitter,post number 703 is about something interesting,230,3,15,651,#fun,positive,0.38095238095238093,46,1,5,Tuesday,8
705,2024-03-02 06:20:00,Instagram,post number 704 is about something interesting,351,31,7,811,"#news,#fun",positive,0.4796547472256473,46,2,6,Saturday,3
706,2024-03-12 17:54:00,Twitter,post number 705 is about something interesting,481,12,28,1255,#news,neutral,0.4151394422310757,46,1,17,Tuesday,3
707,2024-07-04 20:50:00,Facebook,post number 706 is about something interesting,406,15,45,840,"#life,#trend",positive,0.5547619047619048,46,2,20,Thursday,7
708,2024-09-15 13:23:00,Twitter,post number 707 is about something interesting,335,71,4,796,"#fun,#news",negative,0.5150753768844221,46,2,13,Sunday,9
709,2024-12-21 06:05:00,Twitter,post number 708 is about something interesting,228,71,39,548,"#life,#fun",positive,0.6167883211678832,46,2,6,Saturday,12
710,2024-05-30 01:07:00,Instagram,post number 709 is about something interesting,281,82,46,544,"#trend,#life",positive,0.7518382352941176,46,2,1,Thursday,5
711,2024-04-22 01:55:00,Facebook,post number 710 is about something interesting,385,32,0,643,#fun,negative,0.6485225505443235,46,1,1,Monday,4
712,2024-06-29 22:44:00,Instagram,post number 711 is about something interesting,318,79,29,557,"#news,#life",positive,0.7648114901256733,46,2,22,Saturday,6
713,2024-02-18 10:30:00,Facebook,post number 712 is about something interesting,147,26,42,335,"#trend,#life",negative,0.6417910447761194,46,2,10,Sunday,2
714,2024-03-15 12:28:00,Twitter,post number 713 is about something interesting,179,73,43,318,#fun,neutral,0.9276729559748428,46,1,12,Friday,3
715,2024-12-24 16:34:00,Facebook,post number 714 is about something interesting,423,65,14,671,#trend,neutral,0.7481371087928465,46,1,16,Tuesday,12
716,2024-02-15 04:21:00,Facebook,post number 715 is about something interesting,433,26,15,845,"#life,#trend",negative,0.5609467455621302,46,2,4,Thursday,2
717,2024-06-05 12:07:00,Facebook,post number 716 is about something interesting,286,13,47,672,#life,negative,0.5148809523809523,46,1,12,Wednesday,6
718,2024-03-21 02:29:00,Instagram,post number 717 is about something interesting,65,35,38,106,#fun,negative,1.3018867924528301,46,1,2,Thursday,3
719,2024-11-21 21:13:00,Twitter,post number 718 is about something interesting,225,84,42,473,#fun,positive,0.7420718816067653,46,1,21,Thursday,11
720,2024-01-08 05:36:00,Facebook,post number 719 is about something interesting,143,37,10,243,"#trend,#news",neutral,0.7818930041152263,46,2,5,Monday,1
721,2024-11-28 13:16:00,Twitter,post number 720 is about something interesting,17,82,41,42,#fun,negative,3.3333333333333335,46,1,13,Thursday,11
722,2024-01-04 11:31:00,Twitter,post number 721 is about something interesting,471,1,39,1263,"#news,#fun",negative,0.40459224069675376,46,2,11,Thursday,1
723,2024-08-20 11:45:00,Twitter,post number 722 is about something interesting,402,43,21,685,#fun,neutral,0.6802919708029197,46,1,11,Tuesday,8
724,2024-12-03 03:21:00,Instagram,post number 723 is about something interesting,322,39,48,632,"#news,#trend",neutral,0.6471518987341772,46,2,3,Tuesday,12
725,2024-11-15 01:34:00,Facebook,post number 724 is about something interesting,472,11,7,1283,#news,positive,0.3819173811379579,46,1,1,Friday,11
726,2024-08-26 20:08:00,Twitter,post number 725 is about something interesting,424,84,29,745,#trend,neutral,0.7208053691275168,46,1,20,Monday,8
727,2024-02-08 15:39:00,Facebook,post number 726 is about something interesting,398,3,8,806,#fun,negative,0.5074441687344913,46,1,15,Thursday,2
728,2024-12-27 10:35:00,Facebook,post number 727 is about something interesting,240,95,15,705,#trend,negative,0.49645390070921985,46,1,10,Friday,12
729,2024-04-08 18:44:00,Facebook,post number 728 is about something interesting,305,72,47,494,#fun,positive,0.8582995951417004,46,1,18,Monday,4
730,2024-08-16 02:49:00,Instagram,post number 729 is about something interesting,2,61,15,5,"#life,#news",negative,15.6,46,2,2,Friday,8
731,2024-04-23 18:47:00,Twitter,post number 730 is about something interesting,51,8,36,138,#fun,neutral,0.6884057971014492,46,1,18,Tuesday,4
732,2024-09-29 16:19:00,Facebook,post number 731 is about something interesting,340,66,37,981,#news,neutral,0.45158002038735984,46,1,16,Sunday,9
733,2024-10-31 16:45:00,Instagram,post number 732 is about something interesting,305,81,40,784,"#news,#fun",negative,0.5433673469387755,46,2,16,Thursday,10
734,2024-08-05 15:52:00,Twitter,post number 733 is about something interesting,320,18,25,624,#trend,negative,0.5817307692307693,46,1,15,Monday,8
735,2024-12-06 04:10:00,Instagram,post number 734 is about something interesting,190,20,43,328,#life,negative,0.7713414634146342,46,1,4,Friday,12
736,2024-02-16 02:08:00,Facebook,post number 735 is about something interesting,499,45,4,1040,#life,negative,0.5269230769230769,46,1,2,Friday,2
737,2024-10-16 04:13:00,Twitter,post number 736 is about something interesting,64,40,19,155,"#trend,#news",negative,0.7935483870967742,46,2,4,Wednesday,10
738,2024-03-22 00:49:00,Twitter,post number 737 is about something interesting,63,0,25,111,#fun,positive,0.7927927927927928,46,1,0,Friday,3
739,2024-02-05 01:47:00,Instagram,post number 738 is about something interesting,278,33,36,501,#news,positive,0.6926147704590818,46,1,1,Monday,2
740,2024-11-02 22:34:00,Facebook,post number 739 is about something interesting,88,31,33,163,"#fun,#trend",neutral,0.9325153374233128,46,2,22,Saturday,11
741,2024-07-06 23:10:00,Facebook,post number 740 is about something interesting,245,47,30,408,"#trend,#fun",negative,0.7892156862745098,46,2,23,Saturday,7
742,2024-01-05 08:18:00,Instagram,post number 741 is about something interesting,243,10,28,460,"#fun,#life",neutral,0.6108695652173913,46,2,8,Friday,1
743,2024-10-22 20:51:00,Instagram,post number 742 is about something interesting,263,49,36,466,"#fun,#life",neutral,0.7467811158798283,46,2,20,Tuesday,10
744,2024-11-11 23:41:00,Instagram,post number 743 is about something interesting,435,10,39,826,#trend,positive,0.585956416464891,46,1,23,Monday,11
745,2024-08-28 06:25:00,Facebook,post number 744 is about something interesting,48,65,24,77,#life,neutral,1.7792207792207793,46,1,6,Wednesday,8
746,2024-09-13 07:11:00,Facebook,post number 745 is about something interesting,32,75,30,51,"#fun,#trend",neutral,2.6862745098039214,46,2,7,Friday,9
747,2024-08-14 14:01:00,Facebook,post number 746 is about something interesting,332,22,26,756,#news,neutral,0.5026455026455027,46,1,14,Wednesday,8
748,2024-07-21 15:05:00,Instagram,post number 747 is about something interesting,93,48,22,236,#life,neutral,0.690677966101695,46,1,15,Sunday,7
749,2024-03-26 07:57:00,Facebook,post number 748 is about something interesting,72,31,44,131,"#trend,#life",negative,1.1221374045801527,46,2,7,Tuesday,3
750,2024-06-11 13:16:00,Instagram,post number 749 is about something interesting,459,33,47,1098,#news,neutral,0.49089253187613846,46,1,13,Tuesday,6
751,2024-01-16 10:55:00,Facebook,post number 750 is about something interesting,314,81,0,759,#trend,neutral,0.5204216073781291,46,1,10,Tuesday,1
752,2024-12-03 12:31:00,Facebook,post number 751 is about something interesting,138,62,43,291,"#trend,#life",positive,0.8350515463917526,46,2,12,Tuesday,12
753,2024-04-07 19:46:00,Facebook,post number 752 is about something interesting,304,76,28,724,#life,negative,0.56353591160221,46,1,19,Sunday,4
754,2024-10-30 01:28:00,Facebook,post number 753 is about something interesting,238,29,21,362,"#fun,#life",neutral,0.7955801104972375,46,2,1,Wednesday,10
755,2024-11-30 03:44:00,Twitter,post number 754 is about something interesting,282,67,43,458,#fun,positive,0.8558951965065502,46,1,3,Saturday,11
756,2024-02-29 18:20:00,Instagram,post number 755 is about something interesting,53,59,13,134,"#life,#fun",negative,0.9328358208955224,46,2,18,Thursday,2
757,2024-05-01 17:37:00,Instagram,post number 756 is about something interesting,218,51,30,503,"#life,#fun",negative,0.5944333996023857,46,2,17,Wednesday,5
758,2024-03-16 12:43:00,Instagram,post number 757 is about something interesting,334,45,4,913,"#life,#trend",positive,0.4194961664841183,46,2,12,Saturday,3
759,2024-10-22 19:50:00,Instagram,post number 758 is about something interesting,438,93,35,761,#news,positive,0.7437582128777924,46,1,19,Tuesday,10
760,2024-02-01 13:45:00,Facebook,post number 759 is about something interesting,319,35,18,901,#fun,positive,0.41287458379578246,46,1,13,Thursday,2
761,2024-02-19 14:40:00,Instagram,post number 760 is about something interesting,301,39,27,485,#life,neutral,0.756701030927835,46,1,14,Monday,2
762,2024-07-08 14:07:00,Facebook,post number 761 is about something interesting,131,67,42,355,"#news,#fun",negative,0.676056338028169,46,2,14,Monday,7
763,2024-01-13 20:43:00,Instagram,post number 762 is about something interesting,358,17,45,552,#fun,negative,0.7608695652173914,46,1,20,Saturday,1
764,2024-01-14 09:39:00,Instagram,post number 763 is about something interesting,219,99,9,491,#trend,negative,0.6659877800407332,46,1,9,Sunday,1
765,2024-03-17 22:24:00,Twitter,post number 764 is about something interesting,347,10,45,791,#news,positive,0.5082174462705437,46,1,22,Sunday,3
766,2024-01-30 04:44:00,Facebook,post number 765 is about something interesting,131,41,9,335,"#trend,#fun",positive,0.5402985074626866,46,2,4,Tuesday,1
767,2024-02-20 03:19:00,Facebook,post number 766 is about something interesting,355,69,12,983,#trend,positive,0.44354018311291965,46,1,3,Tuesday,2
768,2024-11-22 06:59:00,Twitter,post number 767 is about something interesting,68,1,24,109,#trend,positive,0.8532110091743119,46,1,6,Friday,11
769,2024-05-21 01:01:00,Instagram,post number 768 is about something interesting,288,54,40,682,"#life,#trend",positive,0.5601173020527859,46,2,1,Tuesday,5
770,2024-02-18 15:48:00,Facebook,post number 769 is about something interesting,370,74,3,832,#trend,positive,0.5372596153846154,46,1,15,Sunday,2
771,2024-11-03 16:12:00,Twitter,post number 770 is about something interesting,439,1,32,838,"#life,#fun",positive,0.5632458233890215,46,2,16,Sunday,11
772,2024-01-28 17:06:00,Facebook,post number 771 is about something interesting,480,53,43,1011,#news,positive,0.56973293768546,46,1,17,Sunday,1
773,2024-05-22 05:50:00,Facebook,post number 772 is about something interesting,424,76,21,1215,"#trend,#news",negative,0.4288065843621399,46,2,5,Wednesday,5
774,2024-01-17 13:30:00,Twitter,post number 773 is about something interesting,123,90,37,206,#news,neutral,1.2135922330097086,46,1,13,Wednesday,1
775,2024-06-08 19:41:00,Facebook,post number 774 is about something interesting,326,14,3,680,#news,neutral,0.5044117647058823,46,1,19,Saturday,6
776,2024-04-12 16:36:00,Facebook,post number 775 is about something interesting,87,20,13,193,"#news,#trend",neutral,0.6217616580310881,46,2,16,Friday,4
777,2024-06-26 09:15:00,Facebook,post number 776 is about something interesting,26,23,1,57,"#fun,#trend",negative,0.8771929824561403,46,2,9,Wednesday,6
778,2024-05-20 06:47:00,Instagram,post number 777 is about something interesting,135,89,25,400,"#trend,#news",neutral,0.6225,46,2,6,Monday,5
779,2024-10-30 21:47:00,Instagram,post number 778 is about something interesting,165,2,41,467,#news,negative,0.44539614561027835,46,1,21,Wednesday,10
780,2024-08-15 00:55:00,Twitter,post number 779 is about something interesting,444,50,46,1116,"#news,#life",positive,0.4838709677419355,46,2,0,Thursday,8
781,2024-04-24 10:51:00,Twitter,post number 780 is about something interesting,388,89,32,1112,#fun,neutral,0.4577338129496403,46,1,10,Wednesday,4
782,2024-04-22 06:44:00,Twitter,post number 781 is about something interesting,348,62,0,531,#news,neutral,0.7721280602636534,46,1,6,Monday,4
783,2024-11-13 02:05:00,Facebook,post number 782 is about something interesting,398,68,41,849,#fun,positive,0.5971731448763251,46,1,2,Wednesday,11
784,2024-03-15 07:39:00,Twitter,post number 783 is about something interesting,490,95,35,1377,"#trend,#news",negative,0.4502541757443718,46,2,7,Friday,3
785,2024-03-02 22:21:00,Facebook,post number 784 is about something interesting,393,60,13,742,#trend,neutral,0.628032345013477,46,1,22,Saturday,3
